"Quarter","Average of responses","<-1%","-1% to 1%","1.1% to 3%","3.1% to 5%",">5%","TimePeriod","Survey"
2025 Q1,2.83478292283199,4.389404473877912,11.18426992911515,38.71507277694022,27.237197202123,18.4740544256283,Last 12 months,3/1/2025
2025 Q2,2.83067503325517,5.555560027292493,11.62649865996459,34.58098620494208,29.49555424503801,18.74139998248164,Last 12 months,6/1/2025
2025 Q3,2.81936945925839,4.466125050390662,12.54884644597946,35.02290305071084,28.67867233853177,19.28345441588862,Last 12 months,9/1/2025
2025 Q4,2.73480688722688,4.4073862724923,12.76557550766608,38.45078363661167,28.08597294449718,16.29028311680672,Last 12 months,12/1/2025
2026 Q1,2.75277234613895,3.85430976748466,10.62984019517899,40.94799757003784,29.44744825363159,15.12040644884109,Last 12 months,3/1/2026
2023 Q2,2.96894076049254,4.015030519316661,10.49411492629929,36.64462159909966,28.30844632874807,20.5377909092845,Last 3 years,6/1/2023
2023 Q3,2.94852240005782,3.79444238681847,9.763961316446014,38.45770953432012,28.54141037340759,19.44247853223351,Last 3 years,9/1/2023
2023 Q4,2.8335020798899,4.813810375874554,10.54476305135138,38.27800342230713,27.56465617788741,18.79876581935832,Last 3 years,12/1/2023
2024 Q1,2.84218998722328,4.553557508160412,11.1756596898462,37.05160491089161,28.85314941520632,18.36602526640271,Last 3 years,3/1/2024
2024 Q2,2.76251349512207,5.777895697855902,11.26284711128146,36.362238169995,27.02147798352252,19.57554636651925,Last 3 years,6/1/2024
2024 Q3,2.67320351508734,4.627970219246165,14.76485971878174,37.1296306678612,26.89337877549852,16.58416251625451,Last 3 years,9/1/2024
2024 Q4,2.60767915126813,4.701482301296553,12.28137551898059,40.32314662025422,29.36241120936459,13.33158299397648,Last 3 years,12/1/2024
2025 Q1,2.83478292283199,4.389404473877912,11.18426992911515,38.71507277694022,27.237197202123,18.4740544256283,Last 3 years,3/1/2025
2025 Q2,2.83067503325517,5.555560027292493,11.62649865996459,34.58098620494208,29.49555424503801,18.74139998248164,Last 3 years,6/1/2025
2025 Q3,2.81936945925839,4.466125050390662,12.54884644597946,35.02290305071084,28.67867233853177,19.28345441588862,Last 3 years,9/1/2025
2025 Q4,2.73480688722688,4.4073862724923,12.76557550766608,38.45078363661167,28.08597294449718,16.29028311680672,Last 3 years,12/1/2025
2026 Q1,2.75277234613895,3.85430976748466,10.62984019517899,40.94799757003784,29.44744825363159,15.12040644884109,Last 3 years,3/1/2026
2021 Q2,3.03238679542541,1.802394,9.018594,39.21517999999999,30.65787,19.30596,Last 5 years,6/1/2021
2021 Q3,2.95080388120908,3.917615189618046,11.08924288464189,35.33656242331131,28.64472462866509,21.01185499772206,Last 5 years,9/1/2021
2021 Q4,3.1516370140143,2.489410984512327,9.643987062213641,34.61122946145338,29.9815763892386,23.27379175677521,Last 5 years,12/1/2021
2022 Q1,3.34278321725407,1.359711720933052,9.624154919506051,31.25184333821961,32.02778683026762,25.73650205793491,Last 5 years,3/1/2022
2022 Q2,3.4794494780062,3.159030369352353,6.946069183712278,28.5793012976486,29.23138015444538,32.08421713982848,Last 5 years,6/1/2022
2022 Q3,3.18054023713098,3.252849077421201,8.572867154984108,33.72698385658639,31.95573422267018,22.49156478598072,Last 5 years,9/1/2022
2022 Q4,3.09822225766833,3.369962790045514,9.258427415630562,33.63425565735312,29.12847777928265,24.60887368337793,Last 5 years,12/1/2022
2023 Q1,3.09467949660232,3.049933208630106,8.865967174470091,36.34981170149515,28.95669475844204,22.77759294367307,Last 5 years,3/1/2023
2023 Q2,2.96894076049254,4.015030519316661,10.49411492629929,36.64462159909966,28.30844632874807,20.5377909092845,Last 5 years,6/1/2023
2023 Q3,2.94852240005782,3.79444238681847,9.763961316446014,38.45770953432012,28.54141037340759,19.44247853223351,Last 5 years,9/1/2023
2023 Q4,2.8335020798899,4.813810375874554,10.54476305135138,38.27800342230713,27.56465617788741,18.79876581935832,Last 5 years,12/1/2023
2024 Q1,2.84218998722328,4.553557508160412,11.1756596898462,37.05160491089161,28.85314941520632,18.36602526640271,Last 5 years,3/1/2024
2024 Q2,2.76251349512207,5.777895697855902,11.26284711128146,36.362238169995,27.02147798352252,19.57554636651925,Last 5 years,6/1/2024
2024 Q3,2.67320351508734,4.627970219246165,14.76485971878174,37.1296306678612,26.89337877549852,16.58416251625451,Last 5 years,9/1/2024
2024 Q4,2.60767915126813,4.701482301296553,12.28137551898059,40.32314662025422,29.36241120936459,13.33158299397648,Last 5 years,12/1/2024
2025 Q1,2.83478292283199,4.389404473877912,11.18426992911515,38.71507277694022,27.237197202123,18.4740544256283,Last 5 years,3/1/2025
2025 Q2,2.83067503325517,5.555560027292493,11.62649865996459,34.58098620494208,29.49555424503801,18.74139998248164,Last 5 years,6/1/2025
2025 Q3,2.81936945925839,4.466125050390662,12.54884644597946,35.02290305071084,28.67867233853177,19.28345441588862,Last 5 years,9/1/2025
2025 Q4,2.73480688722688,4.4073862724923,12.76557550766608,38.45078363661167,28.08597294449718,16.29028311680672,Last 5 years,12/1/2025
2026 Q1,2.75277234613895,3.85430976748466,10.62984019517899,40.94799757003784,29.44744825363159,15.12040644884109,Last 5 years,3/1/2026
2016 Q2,2.58761421319797,3.197969543147209,15.23350253807107,43.16751269035534,25.79187817258882,12.60913705583757,Last 10 years,4/1/2016
2016 Q3,2.56987124463519,4.37339055793991,15.59656652360517,40.96566523605153,25.29184549356224,13.77253218884121,Last 10 years,7/1/2016
2016 Q4,2.7,3.276018294813417,14.94570224829934,40.49773997041449,27.21267130525952,14.06787414167806,Last 10 years,10/1/2016
2017 Q1,2.8,2.53694581280788,13.9704433497537,40.44334975369458,27.68472906403942,15.36453201970444,Last 10 years,1/1/2017
2017 Q2,2.68835680751174,2.73239436619718,15.25821596244132,40.85446009389669,27.16901408450704,13.98591549295776,Last 10 years,4/1/2017
2017 Q3,2.74056338028169,3.173709109355594,12.73708996106766,41.23943907778042,29.58685622360797,13.26291158865321,Last 10 years,7/1/2017
2017 Q4,2.75,3.47826086956522,14.55434782608696,39.04891304347827,26.82608695652174,16.09239130434783,Last 10 years,10/1/2017
2018 Q1,2.81592592592593,2.5679012345679,11.90740740740741,42.85802469135803,27.49382716049381,15.17283950617284,Last 10 years,1/1/2018
2018 Q2,2.92158192090395,2.50282485875706,13.30508474576272,38.44632768361582,27.10169491525424,18.64406779661017,Last 10 years,4/1/2018
2018 Q3,2.80748603351955,2.68156424581005,11.69273743016759,42.54189944134077,28.73743016759777,14.34636871508381,Last 10 years,7/1/2018
2018 Q4,2.90122807017544,2.86549707602339,13.42690058479532,38.06432748538011,27.06725146198831,18.57602339181287,Last 10 years,10/1/2018
2018 Q4,2.94262910798122,2.8075117370892,11.20657276995305,39.77464788732395,28.46948356807513,17.74178403755869,Last 10 years,12/1/2018
2019 Q1,2.75063063063063,3.4009009009009,12,42.62612612612612,27.61261261261261,14.36036036036037,Last 10 years,3/1/2019
2019 Q2,2.66382608695652,3.60869565217391,12.1695652173913,45.05652173913043,25.75217391304349,13.41304347826087,Last 10 years,6/1/2019
2019 Q3,2.67852173913044,3.173913232658231,12.28695725409885,44.86087223913373,26.79565377105848,12.88260946351554,Last 10 years,9/1/2019
2019 Q4,2.60367924528302,3.42924528301887,14.3254716981132,43.76886792452833,25.58490566037736,12.89150943396226,Last 10 years,12/1/2019
2020 Q1,2.61081081081081,4.03603603603604,12.75225225225226,44.76126126126126,25.53603603603603,12.91441441441442,Last 10 years,3/1/2020
2020 Q2,2.47786096256684,3.71980676328502,14.68599033816426,45.8888888888889,23.81159420289857,11.89371980676329,Last 10 years,6/1/2020
2020 Q3,2.43124480892663,5.23977903294822,15.9269775280603,43.1457497133077,23.4062114110793,12.2812823146045,Last 10 years,9/1/2020
2020 Q4,2.6845081870421,2.82026306383376,14.82713660883938,41.97208303401277,26.99295028590415,13.38756622621303,Last 10 years,12/1/2020
2021 Q1,2.83865979381443,3.19587628865979,12.01030927835052,41.17010309278352,26.91237113402062,16.71134020618558,Last 10 years,3/1/2021
2021 Q2,3.03238679542541,1.802394,9.018594,39.21517999999999,30.65787,19.30596,Last 10 years,6/1/2021
2021 Q3,2.95080388120908,3.917615189618046,11.08924288464189,35.33656242331131,28.64472462866509,21.01185499772206,Last 10 years,9/1/2021
2021 Q4,3.1516370140143,2.489410984512327,9.643987062213641,34.61122946145338,29.9815763892386,23.27379175677521,Last 10 years,12/1/2021
2022 Q1,3.34278321725407,1.359711720933052,9.624154919506051,31.25184333821961,32.02778683026762,25.73650205793491,Last 10 years,3/1/2022
2022 Q2,3.4794494780062,3.159030369352353,6.946069183712278,28.5793012976486,29.23138015444538,32.08421713982848,Last 10 years,6/1/2022
2022 Q3,3.18054023713098,3.252849077421201,8.572867154984108,33.72698385658639,31.95573422267018,22.49156478598072,Last 10 years,9/1/2022
2022 Q4,3.09822225766833,3.369962790045514,9.258427415630562,33.63425565735312,29.12847777928265,24.60887368337793,Last 10 years,12/1/2022
2023 Q1,3.09467949660232,3.049933208630106,8.865967174470091,36.34981170149515,28.95669475844204,22.77759294367307,Last 10 years,3/1/2023
2023 Q2,2.96894076049254,4.015030519316661,10.49411492629929,36.64462159909966,28.30844632874807,20.5377909092845,Last 10 years,6/1/2023
2023 Q3,2.94852240005782,3.79444238681847,9.763961316446014,38.45770953432012,28.54141037340759,19.44247853223351,Last 10 years,9/1/2023
2023 Q4,2.8335020798899,4.813810375874554,10.54476305135138,38.27800342230713,27.56465617788741,18.79876581935832,Last 10 years,12/1/2023
2024 Q1,2.84218998722328,4.553557508160412,11.1756596898462,37.05160491089161,28.85314941520632,18.36602526640271,Last 10 years,3/1/2024
2024 Q2,2.76251349512207,5.777895697855902,11.26284711128146,36.362238169995,27.02147798352252,19.57554636651925,Last 10 years,6/1/2024
2024 Q3,2.67320351508734,4.627970219246165,14.76485971878174,37.1296306678612,26.89337877549852,16.58416251625451,Last 10 years,9/1/2024
2024 Q4,2.60767915126813,4.701482301296553,12.28137551898059,40.32314662025422,29.36241120936459,13.33158299397648,Last 10 years,12/1/2024
2025 Q1,2.83478292283199,4.389404473877912,11.18426992911515,38.71507277694022,27.237197202123,18.4740544256283,Last 10 years,3/1/2025
2025 Q2,2.83067503325517,5.555560027292493,11.62649865996459,34.58098620494208,29.49555424503801,18.74139998248164,Last 10 years,6/1/2025
2025 Q3,2.81936945925839,4.466125050390662,12.54884644597946,35.02290305071084,28.67867233853177,19.28345441588862,Last 10 years,9/1/2025
2025 Q4,2.73480688722688,4.4073862724923,12.76557550766608,38.45078363661167,28.08597294449718,16.29028311680672,Last 10 years,12/1/2025
2026 Q1,2.75277234613895,3.85430976748466,10.62984019517899,40.94799757003784,29.44744825363159,15.12040644884109,Last 10 years,3/1/2026
2018 Q1,2.81592592592593,2.5679012345679,11.90740740740741,42.85802469135803,27.49382716049381,15.17283950617284,2018 forward,1/1/2018
2018 Q2,2.92158192090395,2.50282485875706,13.30508474576272,38.44632768361582,27.10169491525424,18.64406779661017,2018 forward,4/1/2018
2018 Q3,2.80748603351955,2.68156424581005,11.69273743016759,42.54189944134077,28.73743016759777,14.34636871508381,2018 forward,7/1/2018
2018 Q4,2.90122807017544,2.86549707602339,13.42690058479532,38.06432748538011,27.06725146198831,18.57602339181287,2018 forward,10/1/2018
2018 Q4,2.94262910798122,2.8075117370892,11.20657276995305,39.77464788732395,28.46948356807513,17.74178403755869,2018 forward,12/1/2018
2019 Q1,2.75063063063063,3.4009009009009,12,42.62612612612612,27.61261261261261,14.36036036036037,2018 forward,3/1/2019
2019 Q2,2.66382608695652,3.60869565217391,12.1695652173913,45.05652173913043,25.75217391304349,13.41304347826087,2018 forward,6/1/2019
2019 Q3,2.67852173913044,3.173913232658231,12.28695725409885,44.86087223913373,26.79565377105848,12.88260946351554,2018 forward,9/1/2019
2019 Q4,2.60367924528302,3.42924528301887,14.3254716981132,43.76886792452833,25.58490566037736,12.89150943396226,2018 forward,12/1/2019
2020 Q1,2.61081081081081,4.03603603603604,12.75225225225226,44.76126126126126,25.53603603603603,12.91441441441442,2018 forward,3/1/2020
2020 Q2,2.47786096256684,3.71980676328502,14.68599033816426,45.8888888888889,23.81159420289857,11.89371980676329,2018 forward,6/1/2020
2020 Q3,2.43124480892663,5.23977903294822,15.9269775280603,43.1457497133077,23.4062114110793,12.2812823146045,2018 forward,9/1/2020
2020 Q4,2.6845081870421,2.82026306383376,14.82713660883938,41.97208303401277,26.99295028590415,13.38756622621303,2018 forward,12/1/2020
2021 Q1,2.83865979381443,3.19587628865979,12.01030927835052,41.17010309278352,26.91237113402062,16.71134020618558,2018 forward,3/1/2021
2021 Q2,3.03238679542541,1.802394,9.018594,39.21517999999999,30.65787,19.30596,2018 forward,6/1/2021
2021 Q3,2.95080388120908,3.917615189618046,11.08924288464189,35.33656242331131,28.64472462866509,21.01185499772206,2018 forward,9/1/2021
2021 Q4,3.1516370140143,2.489410984512327,9.643987062213641,34.61122946145338,29.9815763892386,23.27379175677521,2018 forward,12/1/2021
2022 Q1,3.34278321725407,1.359711720933052,9.624154919506051,31.25184333821961,32.02778683026762,25.73650205793491,2018 forward,3/1/2022
2022 Q2,3.4794494780062,3.159030369352353,6.946069183712278,28.5793012976486,29.23138015444538,32.08421713982848,2018 forward,6/1/2022
2022 Q3,3.18054023713098,3.252849077421201,8.572867154984108,33.72698385658639,31.95573422267018,22.49156478598072,2018 forward,9/1/2022
2022 Q4,3.09822225766833,3.369962790045514,9.258427415630562,33.63425565735312,29.12847777928265,24.60887368337793,2018 forward,12/1/2022
2023 Q1,3.09467949660232,3.049933208630106,8.865967174470091,36.34981170149515,28.95669475844204,22.77759294367307,2018 forward,3/1/2023
2023 Q2,2.96894076049254,4.015030519316661,10.49411492629929,36.64462159909966,28.30844632874807,20.5377909092845,2018 forward,6/1/2023
2023 Q3,2.94852240005782,3.79444238681847,9.763961316446014,38.45770953432012,28.54141037340759,19.44247853223351,2018 forward,9/1/2023
2023 Q4,2.8335020798899,4.813810375874554,10.54476305135138,38.27800342230713,27.56465617788741,18.79876581935832,2018 forward,12/1/2023
2024 Q1,2.84218998722328,4.553557508160412,11.1756596898462,37.05160491089161,28.85314941520632,18.36602526640271,2018 forward,3/1/2024
2024 Q2,2.76251349512207,5.777895697855902,11.26284711128146,36.362238169995,27.02147798352252,19.57554636651925,2018 forward,6/1/2024
2024 Q3,2.67320351508734,4.627970219246165,14.76485971878174,37.1296306678612,26.89337877549852,16.58416251625451,2018 forward,9/1/2024
2024 Q4,2.60767915126813,4.701482301296553,12.28137551898059,40.32314662025422,29.36241120936459,13.33158299397648,2018 forward,12/1/2024
2025 Q1,2.83478292283199,4.389404473877912,11.18426992911515,38.71507277694022,27.237197202123,18.4740544256283,2018 forward,3/1/2025
2025 Q2,2.83067503325517,5.555560027292493,11.62649865996459,34.58098620494208,29.49555424503801,18.74139998248164,2018 forward,6/1/2025
2025 Q3,2.81936945925839,4.466125050390662,12.54884644597946,35.02290305071084,28.67867233853177,19.28345441588862,2018 forward,9/1/2025
2025 Q4,2.73480688722688,4.4073862724923,12.76557550766608,38.45078363661167,28.08597294449718,16.29028311680672,2018 forward,12/1/2025
2026 Q1,2.75277234613895,3.85430976748466,10.62984019517899,40.94799757003784,29.44744825363159,15.12040644884109,2018 forward,3/1/2026
2012 Q2,3,3.684210745911862,11.52631647649568,36.26316005618961,30.09210705678725,18.43421162508044,Entire Series,4/1/2012
2012 Q3,2.8,4.006493506493499,14.91558441558442,35.70779220779222,26.40259740259741,18.96753246753247,Entire Series,7/1/2012
2012 Q4,2.9,3.87301587301587,12.75661375661376,36.16402116402118,29.74603174603175,17.46031746031747,Entire Series,10/1/2012
2013 Q1,3,3.38578680203045,12.87309644670051,34.4467005076142,31.28426395939087,18.01015228426396,Entire Series,1/1/2013
2013 Q2,2.9,3.6352794637624,12.47942885739619,38.30080704715921,25.86793008840816,19.71655454327405,Entire Series,4/1/2013
2013 Q3,2.7,3.935960591133,15.32512315270937,37.79802955665026,28.4679802955665,14.4729064039409,Entire Series,7/1/2013
2013 Q4,2.7,4.291079812206569,14.1737089201878,40.46009389671361,26.12676056338026,14.94835680751175,Entire Series,10/1/2013
2014 Q1,2.80529411764706,3.848039445047294,13.25490275083809,37.8088257829934,28.96078603992285,16.1274519416632,Entire Series,1/1/2014
2014 Q2,2.7,3.37142857142857,13.24571428571429,41.04571428571425,27.65142857142857,14.68571428571429,Entire Series,4/1/2014
2014 Q3,2.8,4.06696428571428,13.09821428571429,39.83035714285713,26.98883928571429,16.01562500000001,Entire Series,7/1/2014
2014 Q4,2.78354066985646,3.55980861244019,14.22488038277512,38.43062200956936,27.04784688995216,16.73684210526317,Entire Series,10/1/2014
2015 Q1,2.6,3.589840224794655,14.10502345958797,43.09007166775226,26.04004331000856,13.17502191280195,Entire Series,1/1/2015
2015 Q2,2.7,3.80508474576271,13.55649717514125,42.19774011299434,27.08757062146894,13.35310734463277,Entire Series,4/1/2015
2015 Q3,2.77959064327485,2.66666666666666,11.81578947368421,43.25146198830411,28.40350877192982,13.86257309941521,Entire Series,7/1/2015
2015 Q4,2.65069124423963,2.882488651072382,15.40092257695271,41.29954163215143,27.1336421702865,13.28341093000184,Entire Series,10/1/2015
2016 Q1,2.67258215962441,2.90845070422535,14.61737089201879,42.51173708920188,25.86150234741783,14.10093896713615,Entire Series,1/1/2016
2016 Q2,2.58761421319797,3.197969543147209,15.23350253807107,43.16751269035534,25.79187817258882,12.60913705583757,Entire Series,4/1/2016
2016 Q3,2.56987124463519,4.37339055793991,15.59656652360517,40.96566523605153,25.29184549356224,13.77253218884121,Entire Series,7/1/2016
2016 Q4,2.7,3.276018294813417,14.94570224829934,40.49773997041449,27.21267130525952,14.06787414167806,Entire Series,10/1/2016
2017 Q1,2.8,2.53694581280788,13.9704433497537,40.44334975369458,27.68472906403942,15.36453201970444,Entire Series,1/1/2017
2017 Q2,2.68835680751174,2.73239436619718,15.25821596244132,40.85446009389669,27.16901408450704,13.98591549295776,Entire Series,4/1/2017
2017 Q3,2.74056338028169,3.173709109355594,12.73708996106766,41.23943907778042,29.58685622360797,13.26291158865321,Entire Series,7/1/2017
2017 Q4,2.75,3.47826086956522,14.55434782608696,39.04891304347827,26.82608695652174,16.09239130434783,Entire Series,10/1/2017
2018 Q1,2.81592592592593,2.5679012345679,11.90740740740741,42.85802469135803,27.49382716049381,15.17283950617284,Entire Series,1/1/2018
2018 Q2,2.92158192090395,2.50282485875706,13.30508474576272,38.44632768361582,27.10169491525424,18.64406779661017,Entire Series,4/1/2018
2018 Q3,2.80748603351955,2.68156424581005,11.69273743016759,42.54189944134077,28.73743016759777,14.34636871508381,Entire Series,7/1/2018
2018 Q4,2.90122807017544,2.86549707602339,13.42690058479532,38.06432748538011,27.06725146198831,18.57602339181287,Entire Series,10/1/2018
2018 Q4,2.94262910798122,2.8075117370892,11.20657276995305,39.77464788732395,28.46948356807513,17.74178403755869,Entire Series,12/1/2018
2019 Q1,2.75063063063063,3.4009009009009,12,42.62612612612612,27.61261261261261,14.36036036036037,Entire Series,3/1/2019
2019 Q2,2.66382608695652,3.60869565217391,12.1695652173913,45.05652173913043,25.75217391304349,13.41304347826087,Entire Series,6/1/2019
2019 Q3,2.67852173913044,3.173913232658231,12.28695725409885,44.86087223913373,26.79565377105848,12.88260946351554,Entire Series,9/1/2019
2019 Q4,2.60367924528302,3.42924528301887,14.3254716981132,43.76886792452833,25.58490566037736,12.89150943396226,Entire Series,12/1/2019
2020 Q1,2.61081081081081,4.03603603603604,12.75225225225226,44.76126126126126,25.53603603603603,12.91441441441442,Entire Series,3/1/2020
2020 Q2,2.47786096256684,3.71980676328502,14.68599033816426,45.8888888888889,23.81159420289857,11.89371980676329,Entire Series,6/1/2020
2020 Q3,2.43124480892663,5.23977903294822,15.9269775280603,43.1457497133077,23.4062114110793,12.2812823146045,Entire Series,9/1/2020
2020 Q4,2.6845081870421,2.82026306383376,14.82713660883938,41.97208303401277,26.99295028590415,13.38756622621303,Entire Series,12/1/2020
2021 Q1,2.83865979381443,3.19587628865979,12.01030927835052,41.17010309278352,26.91237113402062,16.71134020618558,Entire Series,3/1/2021
2021 Q2,3.03238679542541,1.802394,9.018594,39.21517999999999,30.65787,19.30596,Entire Series,6/1/2021
2021 Q3,2.95080388120908,3.917615189618046,11.08924288464189,35.33656242331131,28.64472462866509,21.01185499772206,Entire Series,9/1/2021
2021 Q4,3.1516370140143,2.489410984512327,9.643987062213641,34.61122946145338,29.9815763892386,23.27379175677521,Entire Series,12/1/2021
2022 Q1,3.34278321725407,1.359711720933052,9.624154919506051,31.25184333821961,32.02778683026762,25.73650205793491,Entire Series,3/1/2022
2022 Q2,3.4794494780062,3.159030369352353,6.946069183712278,28.5793012976486,29.23138015444538,32.08421713982848,Entire Series,6/1/2022
2022 Q3,3.18054023713098,3.252849077421201,8.572867154984108,33.72698385658639,31.95573422267018,22.49156478598072,Entire Series,9/1/2022
2022 Q4,3.09822225766833,3.369962790045514,9.258427415630562,33.63425565735312,29.12847777928265,24.60887368337793,Entire Series,12/1/2022
2023 Q1,3.09467949660232,3.049933208630106,8.865967174470091,36.34981170149515,28.95669475844204,22.77759294367307,Entire Series,3/1/2023
2023 Q2,2.96894076049254,4.015030519316661,10.49411492629929,36.64462159909966,28.30844632874807,20.5377909092845,Entire Series,6/1/2023
2023 Q3,2.94852240005782,3.79444238681847,9.763961316446014,38.45770953432012,28.54141037340759,19.44247853223351,Entire Series,9/1/2023
2023 Q4,2.8335020798899,4.813810375874554,10.54476305135138,38.27800342230713,27.56465617788741,18.79876581935832,Entire Series,12/1/2023
2024 Q1,2.84218998722328,4.553557508160412,11.1756596898462,37.05160491089161,28.85314941520632,18.36602526640271,Entire Series,3/1/2024
2024 Q2,2.76251349512207,5.777895697855902,11.26284711128146,36.362238169995,27.02147798352252,19.57554636651925,Entire Series,6/1/2024
2024 Q3,2.67320351508734,4.627970219246165,14.76485971878174,37.1296306678612,26.89337877549852,16.58416251625451,Entire Series,9/1/2024
2024 Q4,2.60767915126813,4.701482301296553,12.28137551898059,40.32314662025422,29.36241120936459,13.33158299397648,Entire Series,12/1/2024
2025 Q1,2.83478292283199,4.389404473877912,11.18426992911515,38.71507277694022,27.237197202123,18.4740544256283,Entire Series,3/1/2025
2025 Q2,2.83067503325517,5.555560027292493,11.62649865996459,34.58098620494208,29.49555424503801,18.74139998248164,Entire Series,6/1/2025
2025 Q3,2.81936945925839,4.466125050390662,12.54884644597946,35.02290305071084,28.67867233853177,19.28345441588862,Entire Series,9/1/2025
2025 Q4,2.73480688722688,4.4073862724923,12.76557550766608,38.45078363661167,28.08597294449718,16.29028311680672,Entire Series,12/1/2025
2026 Q1,2.75277234613895,3.85430976748466,10.62984019517899,40.94799757003784,29.44744825363159,15.12040644884109,Entire Series,3/1/2026
